Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/28/2018,Ohori Coffee Roaster,OHORI'S COFFEE ROASTER,22.68,debit,Coffee Shops,MasterCard,,
11/27/2018,Albertsons,ALBERTSONS MARKET,2.22,debit,Groceries,VentureOne,,
11/27/2018,Albertsons,ALBERTSONS MARKET,151.98,debit,Groceries,VentureOne,,
11/27/2018,Great Clips,6117 Great Clips at Co,57.6,debit,Personal Care,MasterCard,,
11/27/2018,Amazon,AMZN MKTP US*M01G43JAMZN.COM/BI5S234ONLAL2 BOOK STORES 320183310628394176,39.99,debit,Shopping,Blue Cash,,
11/27/2018,Lyft,LYFT *RIDE TUE 5PM 855-280-0278 CA,9.67,debit,Lyft,Discover More Card,,
11/26/2018,Phillips 66,PHILLIPS 66 - ALLSUPS 345,30,debit,Gas & Fuel,VentureOne,,
11/26/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSL8TV0M53A DIRECT MKTG INTERNET 320183300601300164,5.41,debit,Entertainment,Blue Cash,,
11/24/2018,Amazon,AMZN MKTP US*M08BG7ZAMZN.COM/BI3T61LHF2WBK BOOK STORES 320183280566471791,86.04,debit,Shopping,Blue Cash,,
11/24/2018,Amazon,AMAZON.COM*M09L27442 AMZN.COM/BILLWAHM5TD9Q5CCZ,7.35,debit,Shopping,Discover More Card,,
11/23/2018,Albertsons,ALBERTSONS MARKET,6.83,debit,Groceries,VentureOne,,
11/23/2018,Zappos,AMZ*Zappos.com,131.39,credit,Clothing,VentureOne,,
11/23/2018,Zappos,AMZ*Zappos.com,230.17,credit,Clothing,VentureOne,,
11/23/2018,Zappos,AMZ*Zappos.com,273.27,credit,Clothing,VentureOne,,
11/23/2018,Albertsons,ALBERTSONS MARKET,242.72,debit,Groceries,VentureOne,,
11/23/2018,Zappos,AMZ*Zappos.com,115.58,credit,Clothing,VentureOne,,
11/23/2018,Sp Thirdlove,SP * THIRDLOVE,122.4,credit,Credit Card Payment,VentureOne,,
11/23/2018,Interest Charge Purchases,Interest Charge on Purchases 181124040000068945,34.35,debit,Finance Charge,Blue Cash,,
11/23/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS66G3V35WA DIRECT MKTG INTERNET 320183270555192374,1.07,debit,Entertainment,Blue Cash,,
11/23/2018,Ifshin Violins,IFSHIN VIOLINS,50,credit,Credit Card Payment,MasterCard,,
11/23/2018,Sfcc Food Service,SFCC FOOD SERVICE,8.02,debit,Restaurants,MasterCard,,
11/23/2018,Ifshin Violins,IFSHIN VIOLINS,55,credit,Credit Card Payment,MasterCard,,
11/23/2018,La Choza,LA CHOZA,114.16,debit,Restaurants,MasterCard,,
11/23/2018,Ifshin Violins,IFSHIN VIOLINS,55,debit,Hobbies,MasterCard,,
11/21/2018,Audible.com,Audible audible.com NJ2291MYSWO9U AUDIO BOOKS 320183250516948031,15.72,debit,Books,Blue Cash,,
11/21/2018,Donation Prx Radioto,DONATION PRX RADIOTOAPPLETON WIOPSNT_E0LXK 8882048792 320183250530442879,4,debit,Charity,Blue Cash,,
11/21/2018,Natural Grocers Sf,NATURAL GROCERS SF 20,11.88,debit,Groceries,MasterCard,,
11/21/2018,Airport Parking Llc,AIRPORT PARKING LLC,16.39,debit,Parking,MasterCard,,
11/20/2018,Mitsuwa Mrktplace Chi,MITSUWA MRKTPLACE CHI,19.93,debit,Food & Dining,VentureOne,,
11/20/2018,Releaf Matcha C,SQ *RELEAF MATCHA C,14.46,debit,Hair,VentureOne,,
11/20/2018,Fmnh Field Museum,FMNH - FIELD MUSEUM,99,debit,Entertainment,VentureOne,,
11/20/2018,Interest Rate Bonus,Interest Rate Bonus,18,credit,Interest Income,Summit,,
11/20/2018,Starbucks,AplPay STARBUCKS STOCHICAGO IL0077F07EKKO0000000000000000060602 320183240503647837,12.04,debit,Coffee Shops,Blue Cash,,
11/20/2018,Sundance Catlg Ut,SUNDANCE CATLG 800-422-2770 UT0011786786201000,208,credit,Credit Card Payment,Discover More Card,,
11/20/2018,Lyft,LYFT *RIDE MON 10AM 855-280-0278 CA,31.6,debit,Lyft,Discover More Card,,
11/20/2018,CenturyLink,CENTURYLINK/SPEEDPAY 800-244-1111 LA75146158,71.55,debit,Internet,Discover More Card,,
11/20/2018,Frontera Grill Hk,FRONTERA GRILL HK ORD,43.48,debit,Restaurants,MasterCard,,
11/20/2018,McDonald's,MCDONALD'S F26777,8.43,debit,Restaurants,MasterCard,,
11/20/2018,Mugimaru,MUGIMARU CHICAGO,24.42,debit,Restaurants,MasterCard,,
11/20/2018,Frontera Grill Hk,FRONTERA GRILL HK ORD,9.14,debit,Restaurants,MasterCard,,
11/20/2018,Alise,THE ALISE CHICAGO,879.81,debit,Travel,MasterCard,,
11/20/2018,Lyft,LYFT *RIDE MON 3PM,27.78,debit,Lyft,MasterCard,,
11/20/2018,Lyft,LYFT *RIDE MON 1PM,8.76,debit,Lyft,MasterCard,,
11/20/2018,Fmnh Field Museum,FMNH - FIELD MUSEUM,38,debit,Entertainment,MasterCard,,
11/19/2018,Ticketmaster,"TM *HELLO, DOLLY! (CHI",456.39,debit,Entertainment,VentureOne,,
11/19/2018,Corner Bakery,CORNER BAKERY 0170,29.62,debit,Restaurants,VentureOne,,
11/19/2018,Corner Bakery,CORNER BAKERY 0170,10.57,debit,Restaurants,VentureOne,,
11/19/2018,Check 10252,Check 10252 Cashed,200,debit,Check,Summit,,
11/19/2018,Hulu,HLU*HULU 15247219990HULU.COM/BI3:281509536 HULU.COM/BILL 320183230492071141,12.97,debit,Entertainment,Blue Cash,,
11/19/2018,Starbucks,AplPay STARBUCKS STOCHICAGO IL0077F07EHJS0000000000000000060602 320183230488525142,17.56,debit,Coffee Shops,Blue Cash,,
11/19/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS666KLY73A DIRECT MKTG INTERNET 320183230486567569,16.25,debit,Entertainment,Blue Cash,,
11/19/2018,Squ Conces,SQU*SQ *CHICAGO CONCES,42.5,debit,Restaurants,MasterCard,,
11/19/2018,Cafecito New,CAFECITO - NEW,42.74,debit,Coffee Shops,MasterCard,,
11/19/2018,Aramark,ARAMARK FIELD MUSEUM C,14.5,debit,Restaurants,MasterCard,,
11/19/2018,Gage,The Gage,287.5,debit,Restaurants,MasterCard,,
11/19/2018,Atwoods,ATWOOD,105.86,debit,Clothing,MasterCard,,
11/19/2018,Atwoods,ATWOOD,52.49,debit,Clothing,MasterCard,,
11/18/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DZYKC(NONE) 94104 320183220480244861,11.68,debit,Lyft,Blue Cash,,
11/18/2018,Macy's,AplPay MACYS STATE CHICAGO IL06158110283 8002896229 320183220470599896,24.86,debit,Clothing,Blue Cash,,
11/18/2018,Starbucks,AplPay STARBUCKS STOCHICAGO IL0077EV9KP1Q0000000000000000060602 320183220469566242,16.45,debit,Coffee Shops,Blue Cash,,
11/17/2018,Albertsons,ALBERTSONS MARKET,27.35,debit,Groceries,VentureOne,,
11/17/2018,Garnet Hill,GARNET HILL (800)870-3513 NH00134291359 800-870-3513 320183210461880115,41.05,credit,Shopping,Blue Cash,,
11/17/2018,Tst Intelligentsia,TST* INTELLIGENTSIA -,10.42,debit,Coffee Shops,MasterCard,,
11/17/2018,Steam Games,STEAMGAMES.COM 4259522,125.68,debit,Entertainment,MasterCard,,
11/17/2018,Sfcc Food Service,SFCC FOOD SERVICE,8.18,debit,Restaurants,MasterCard,,
11/17/2018,Squ Conces,SQU*SQ *CHICAGO CONCES,40,debit,Restaurants,MasterCard,,
11/17/2018,Squ Conces,SQU*SQ *CHICAGO CONCES,10,debit,Restaurants,MasterCard,,
11/16/2018,Phillips 66,PHILLIPS 66 - ALLSUPS 336,24.07,debit,Gas & Fuel,VentureOne,,
11/16/2018,Amazon Kindle,KINDLE SVCS*M88HQ8UX866-321-8856L9LYV071MF DIGITAL 320183200443654615,9.14,debit,Books,Blue Cash,,
11/16/2018,Subway,AplPay SUBWAY SANTA FE NM019002138 505-9551682 320183200436725076,9.09,debit,Restaurants,Blue Cash,,
11/16/2018,Pappasitos Cantina D,PAPPASITOS CANTINA DDALLAS TX00000000108 713-869-0151 320183200440072849,160.05,debit,Restaurants,Blue Cash,,
11/16/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DZ0WF(NONE) 94104 320183200439793189,39.72,debit,Lyft,Blue Cash,,
11/16/2018,Audible.com,Audible audible.com NJ63ZM4TBXGXU AUDIO BOOKS 320183200444576126,3.14,debit,Books,Blue Cash,,
11/16/2018,Amazon Kindle,KINDLE SVCS*M829J4I7866-321-8853V4AQ5ERD63 DIGITAL 320183200441339817,13.66,debit,Books,Blue Cash,,
11/16/2018,Sub Washpost Dc,SUB*WASHPOST*010085102 800-477-4679 DC001005V97V,15,debit,Subscriptions,Discover More Card,,
11/16/2018,Amazon,AMAZON.COM*M81Z09WE2 AMZN.COM/BILLWA3PQOSRGLSML,29.44,debit,Shopping,Discover More Card,,
11/16/2018,Sfcc Food Service,SFCC FOOD SERVICE,2.82,debit,Restaurants,MasterCard,,
11/15/2018,The UPS Store,THE UPS STORE 1750,36.23,debit,Business Services,VentureOne,,
11/15/2018,Eldorado Hotel & Spa,ELDORADO HOTEL-F&B,15.8,debit,Restaurants,VentureOne,,
11/15/2018,Music Box Theatre,MUSIC BOX THEATRE,49,debit,Movies & DVDs,VentureOne,,
11/15/2018,Ohori Coffee Roasters,OHORI'S COFFEE ROASTERS,20.32,debit,Coffee Shops,VentureOne,,
11/15/2018,Check 10246,Check 10246 Cashed,2000,debit,Check,Summit,,
11/15/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0019915350,6087.14,credit,Paycheck,Summit,,
11/15/2018,Sfcc Food Service,SFCC FOOD SERVICE,6.45,debit,Restaurants,MasterCard,,
11/15/2018,Sfcc Food Service,SFCC FOOD SERVICE,2.5,debit,Restaurants,MasterCard,,
11/15/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS65F3MZZDA DIRECT MKTG INTERNET 320183190416204908,3.24,debit,Entertainment,Blue Cash,,
11/15/2018,Amazon Kindle,KINDLE UNLTD*M84HI69866-321-8856EH1E19ZZ6I DIGITAL 320183190424317802,10.5,debit,Books,Blue Cash,,
11/15/2018,Amazon,AMAZON.COM*M81BI37M2 AMZN.COM/BILLWA12WGTURY0BL,29.9,debit,Shopping,Discover More Card,,
11/15/2018,Prime Video M,PRIME VIDEO*M87O407Z2 888-802-3080 WA1RCWEIQ58Q9,5.25,debit,Entertainment,Discover More Card,,
11/15/2018,Amazon,AMZN MKTP US*M85568IE0 AMZN.COM/BILLWA3GCS20PKOQ5,173,debit,Shopping,Discover More Card,,
11/14/2018,Dolina,DOLINA,40.07,debit,Restaurants,VentureOne,,
11/14/2018,Travel Bug,SQ *TRAVEL BUG,20.35,debit,Books,VentureOne,,
11/14/2018,Check 10247,Check 10247 Cashed,2000,debit,Check,Summit,,
11/14/2018,Check 10254,Check 10254 Cashed,81.22,debit,Check,Summit,,
11/14/2018,Amazon,AMAZON.COM*M82MY9711AMZN.COM/BI25KBIDJ601A MERCHANDISE 320183180407004093,14.88,debit,Shopping,Blue Cash,,
11/14/2018,Amazon,AMAZON.COM*M825569Z0AMZN.COM/BI2VJFVBSH10A MERCHANDISE 320183180406418157,24.44,debit,Shopping,Blue Cash,,
11/14/2018,Amazon,AMZ*COMICS BY COMIXOAMZN.COM/PM5O96FAI4Y9H SERVICE 320183180407192158,3.99,debit,Books,Blue Cash,,
11/13/2018,Garnet Hill,GAR*GARNET HILL,305.95,debit,Shopping,VentureOne,,
11/13/2018,Albertsons,ALBERTSONS MARKET,125.78,debit,Groceries,VentureOne,,
11/13/2018,Railyard Fitness,RAILYARD FITNESS,86.65,debit,Gym,VentureOne,,
11/13/2018,Check 10250,Check 10250 Cashed,45,debit,Check,Summit,,
11/13/2018,Check 10255,Check 10255 Cashed,2572.3,debit,Check,Summit,,
11/13/2018,Amazon,AMAZON.COM*M81GO8SY2AMZN.COM/BI3K7J7SV2M1M MERCHANDISE 320183170388552979,17.86,debit,Shopping,Blue Cash,,
11/12/2018,"Zappos,",ZAP*ZAPPOS.COM,94.56,debit,Clothing,VentureOne,,
11/12/2018,Shake Foundation,SHAKE FOUNDATION,17.19,debit,Restaurants,VentureOne,,
11/12/2018,Received Thank You,PAYMENT RECEIVED - THANK YOU 320183160376278530,2572.3,credit,Credit Card Payment,Blue Cash,,
11/12/2018,Aplpay Susans Fine,AplPay SUSANS FINE WSANTA FE NM32173928315 LIQUOR STORE 320183160375207488,17.34,debit,Alcohol & Bars,Blue Cash,,
11/10/2018,"Zappos,",ZAP*ZAPPOS.COM,115.58,debit,Clothing,VentureOne,,
11/10/2018,Albertsons,ALBERTSONS MARKET,113,debit,Groceries,VentureOne,,
11/10/2018,Dolina,DOLINA,39.77,debit,Restaurants,VentureOne,,
11/10/2018,GoGoAir,HTTP://WWW.GOGOAIR.C877-350-003325984205SP INTERNET ACC 320183140344080211,12,debit,Travel,Blue Cash,Reimbursable,
11/10/2018,Amazon Kindle,KINDLE SVCS*M86DJ1DW1 866-321-8851 WA7EEHMALF5CU,10.5,debit,Books,Discover More Card,,
11/10/2018,Sfcc Food Service,SFCC FOOD SERVICE,5.2,debit,Restaurants,MasterCard,,
11/09/2018,"Zappos,",ZAP*ZAPPOS.COM,196.55,debit,Clothing,VentureOne,,
11/09/2018,Panda Express,PANDA EXPRESS 862,14.64,debit,Restaurants,VentureOne,,
11/09/2018,"Zappos,",ZAP*ZAPPOS.COM,298.5,debit,Clothing,VentureOne,,
11/09/2018,"Zappos,",ZAP*ZAPPOS.COM,273.27,debit,Clothing,VentureOne,,
11/09/2018,Interest Deposit November,Interest Deposit November 2018,11.8,credit,Interest Income,Summit,,
11/09/2018,ATM Fee Refund,Atm Fee Rebate,6.25,credit,ATM Fee,Summit,,
11/09/2018,Lolos Kitcst Paul,6751338 - LOLOS KITCST. PAUL MNCATERER 320183130320423493,38.64,debit,Restaurants,Blue Cash,Reimbursable,
11/09/2018,Amazon Kindle,KINDLE SVCS*M89N91Q7866-321-88557QLX172LYB DIGITAL 320183130322678557,13.66,debit,Books,Blue Cash,,
11/09/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMSL8FMN1FJA DIRECT MKTG INTERNET 320183130314091775,16.25,debit,Entertainment,Blue Cash,,
11/09/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DWMKV(NONE) 94104 320183130319828538,13.58,debit,Lyft,Blue Cash,Reimbursable,
11/09/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DWMWW(NONE) 94104 320183130319832274,28.82,debit,Lyft,Blue Cash,Reimbursable,
11/09/2018,Doubletree,DOUBLETREE BLOOMINGTMINNEAPOLIS7260652046 2064 55439 320183130313640393,6.83,debit,Travel,Blue Cash,Reimbursable,
11/09/2018,Uno Due Go,UNO DUE GO 000000036DALLAS TX110 2147400024 320183130319818697,3.13,debit,Restaurants,Blue Cash,Reimbursable,
11/08/2018,Saigon Cafe,SAIGON CAFE,73.53,debit,Restaurants,VentureOne,,
11/08/2018,Target,TARGET        00010348,229.02,debit,Shopping,VentureOne,,
11/08/2018,Doubletree,DOUBLETREE BLOOMINGTMINNEAPOLIS7172870616 2956 55439 320183120296957504,6.83,debit,Travel,Blue Cash,Reimbursable,
11/08/2018,Sfcc Food Service,SFCC FOOD SERVICE,2.82,debit,Restaurants,MasterCard,,
11/07/2018,Check 10245,Check 10245 Cashed,865,debit,Check,Summit,,
11/07/2018,Check 10249,Check 10249 Cashed,60,debit,Check,Summit,,
11/07/2018,Chili's,CHILIS DFW 00-080320DALLAS TX31099538310 RESTAURANT 320183110284706944,26,debit,Restaurants,Blue Cash,Reimbursable,
11/07/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DVPRV(NONE) 94104 320183110279793147,12.75,debit,Lyft,Blue Cash,Reimbursable,
11/07/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DVJE4(NONE) 94104 320183110283093197,19.68,debit,Lyft,Blue Cash,Reimbursable,
11/07/2018,Giant,GIANT #6055,34.9,debit,Gas & Fuel,MasterCard,,
11/06/2018,Sp Thirdlove,SP * THIRDLOVE,122.4,debit,Clothing,VentureOne,,
11/06/2018,Check 10248,Check 10248 Cashed,200,debit,Check,Summit,,
11/06/2018,American Express,Amex Epayment Ach Pmt Sq. Nbr.: 0019761255,75,debit,Credit Card Payment,Summit,,
11/06/2018,Check 10244,Check 10244 Cashed,2304.06,debit,Check,Summit,,
11/06/2018,Andiamo,ANDIAMO 650000000917SANTA FE NM10156320181 5059959595 320183100262155183,97.17,debit,Restaurants,Blue Cash,,
11/06/2018,Uinersal Airporttaxi Xdblgk,UINERSAL AIRPORTTAXIEdina MNXDBLGK squareup.com/receipts 320183100262515746,41.76,debit,Travel,Blue Cash,Reimbursable,
11/05/2018,Online Payment,ONLINE PAYMENT - THANK YOU 320183090260807399,75,credit,Credit Card Payment,Amex EveryDay Card,,
11/05/2018,Purl Soho Web,PURL SOHO WEB,415,debit,Restaurants,VentureOne,,
11/05/2018,Check 10251,Check 10251 Cashed,4893.42,debit,Check,Summit,,
11/05/2018,Deposit,Check Deposit,4.54,credit,Income,Summit,,
11/05/2018,Capital One Online,Capital One Online Pmt Sq. Nbr.: 0019746282,4000,debit,Credit Card Payment,Summit,,
11/05/2018,Liberty Mutual,Liberty Mutual Payment Sq. Nbr.: 0019728605,280.67,debit,Auto Insurance,Summit,,
11/05/2018,Ohori Coffee Roast,OHORI'S COFFEE ROASTSANTA FE NM85482988308 USFC87505 320183090259774795,25.18,debit,Coffee Shops,Blue Cash,,
11/05/2018,La Fonda Plaz,La Fonda on the PlazSanta Fe NM85133318308 505-995-2343 320183090259195664,79.4,debit,Restaurants,Blue Cash,,
11/05/2018,Amazon,AMAZON.COM*M87K84572 AMZN.COM/BILLWA1ZKO98VEEN8,9.45,debit,Shopping,Discover More Card,,
11/05/2018,Online Payment,PAYMENT - THANK YOU,865,credit,Credit Card Payment,Discover More Card,,
11/05/2018,Amazon,AMAZON.COM*M84XC15A0 AMZN.COM/BILLWAZ6324HFD5S0,17.34,debit,Shopping,Discover More Card,,
11/05/2018,New York Times,NEW YORK TIMES DIGITAL 800-698-4637 NYEE44919FD303,25,debit,Subscriptions,Discover More Card,,
11/05/2018,Amazon,AMZN MKTP US*M83Z39532 AMZN.COM/BILLWA1KCII85XWE3,39.97,debit,Shopping,Discover More Card,,
11/04/2018,Aplpay Susans Fine,AplPay SUSANS FINE WSANTA FE NM32173928307 LIQUOR STORE 320183080243866445,80.2,debit,Alcohol & Bars,Blue Cash,,
11/04/2018,Railyard Fitness Santa,RAILYARD FITNESS 436SANTA FE NM73011008308 MEMBERSHIP CLUB 320183080245558841,139.72,credit,Gym,Blue Cash,,
11/04/2018,Act Programs Aso,ACT PROGRAMS IOWA CITY IAASO13693074 800-498-6065 320183080245055401,70.5,debit,Education,Blue Cash,,
11/04/2018,Railyard Fitness,RAILYARD FITNESS 436SANTA FE NM73011008308 5059837909 320183080245085801,85.57,debit,Gym,Blue Cash,,
11/04/2018,Exxon,EXXONMOBIL 9890 SANTA FE NM00033079 602-828-8722 320183080241683917,39.64,debit,Gas & Fuel,Blue Cash,,
11/04/2018,Cr Adj For,CR ADJ FOR LATE FEE 320183083231345001,27,credit,Late Fee,Blue Cash,,
11/04/2018,Aplpay Susans Fine,AplPay SUSANS FINE WSANTA FE NM32173928307 LIQUOR STORE 320183080243614305,186.47,debit,Alcohol & Bars,Blue Cash,,
11/04/2018,Lyft,LYFT *RIDE SAT 12PM 855-280-0278 CA,7.28,debit,Lyft,Discover More Card,,
11/03/2018,One Chair Studio,SQ *ONE CHAIR STUDI,64.05,debit,Personal Care,VentureOne,,
11/03/2018,Capital One Online,CAPITAL ONE ONLINE PYMT AuthDate 03-N ov,4000,credit,Credit Card Payment,VentureOne,,
11/03/2018,Railyard Fitness,RAILYARD FITNESS 436SANTA FE NM73011008306 5059837909 320183070215915364,139.72,debit,Gym,Blue Cash,,
11/03/2018,Amazon,AMAZON.COM*M84L06V42AMZN.COM/BI1I0WB3ISIG8 MERCHANDISE 320183070228192040,39.17,debit,Shopping,Blue Cash,,
11/03/2018,Whole Foods,AplPay WHOLE FOODS MSANTA FE NM00531100121 5059921700 320183070222730613,3.99,debit,Groceries,Blue Cash,,
11/03/2018,Lyft,LYFT *RIDE SAT 10AM 855-280-0278 CA,5.82,debit,Lyft,Discover More Card,,
11/03/2018,Sfcc Food Service,SFCC FOOD SERVICE,10.3,debit,Restaurants,MasterCard,,
11/03/2018,Payment,PAYMENT,2304.06,credit,Credit Card Payment,MasterCard,,
11/02/2018,Electronic Transferbarcla Ys,ELECTRONIC TRANSFERBARCLA YS BANK DELAW AR,7000,debit,Transfer,VentureOne,,
11/02/2018,Hobby Lobby,HOBBY-LOBBY #0078,15.45,debit,Hobbies,VentureOne,,
11/02/2018,Walgreens,AplPay WALGREENS SANTA FE NM99999998306NONE 87505 320183060204216204,39.03,debit,Pets,Blue Cash,,
11/02/2018,Steve Flores,Steve Flores Karate Ac,50,debit,Gym,MasterCard,,
11/02/2018,Sfcc Food Service,SFCC FOOD SERVICE,3.85,debit,Restaurants,MasterCard,,
11/02/2018,Steve Flores,Steve Flores Karate Ac,81.23,debit,Gym,MasterCard,,
11/01/2018,Smith's Food,SMITHS FOOD #4461,180.06,debit,Groceries,VentureOne,,
11/01/2018,Verizon Wireless,VZW APOCC 800-922-0204 FLW0000001485VZWIRELESS 320183050185939003,363.74,debit,Mobile Phone,Blue Cash,,
10/31/2018,Numerix Llc Payroll,Numerix Llc Payroll Sq. Nbr.: 0019600954,6087.14,credit,Paycheck,Summit,,
10/31/2018,American Airlines,AMERICAN AIRLINES 45800-433-73020181031 AA.COM 320183040169500374,651.1,debit,Travel,Blue Cash,Reimbursable,
10/31/2018,American Airlines,AMERICAN AIRLINES 45800-433-73020181031 AA.COM 320183040170569663,82.88,debit,Travel,Blue Cash,Reimbursable,
10/31/2018,Sfcc Food Service,SFCC FOOD SERVICE,11.53,debit,Restaurants,MasterCard,,
10/30/2018,Travelocity,TRAVELOCITY*73888239WWW.TVLY.CO4YU3SU19L 0 55439 320183030151618932,273.56,debit,Travel,Blue Cash,Reimbursable,
10/30/2018,Garnet Hill,GARNET HILL (800)870-3513 NH00134291359 800-870-3513 320183030158249409,563.3,debit,Shopping,Blue Cash,,
10/30/2018,Standard Insurance,SP * STANDARD NEW YORK NYOPSNT_DSMPC 3039077693 320183030149863571,30.25,debit,Travel,Blue Cash,,
10/30/2018,Lyft,AplPay LYFT *RIDE SAN FRANCISCOOPSNT_DSVZZ(NONE) 94104 320183030161642912,8.15,debit,Lyft,Blue Cash,,
10/30/2018,Albertsons,ALBERTSONS MARKET 92SANTA FE NM0121877 505-982-4668 320183030152046847,75.95,debit,Groceries,Blue Cash,,
10/29/2018,Check 10242,Check 10242 Cashed,103,debit,Check,Summit,,
10/29/2018,Skarsgard Farms,SKARSGARD FARMS 0267ALBUQUERQUE60880105 505-681-5286 320183020139693325,52.56,debit,Groceries,Blue Cash,,
10/29/2018,Burrito Spot,BURRITO SPOT LLC 027SANTA FE NM00030026 505-820-0779 320183020133684700,10.68,debit,Restaurants,Blue Cash,,
10/29/2018,Netflix,NETFLIX.COM 866-579-7172 CA24896739735 SUBSCRIPTION 320183020137780618,11.92,debit,Entertainment,Blue Cash,,
10/29/2018,Allsups,ALLSUPS 345 SANTA FE NM,25.95,debit,Gas & Fuel,Discover More Card,,
10/29/2018,Mail.com Mam,"MAIL.COM, 1&1 MAM INC.",29.99,debit,Internet,MasterCard,,
10/29/2018,Parcel Pro Ca,PARCEL PRO INC 310-328-8484 CA1Z2E696V01965322,93.72,debit,Shipping,Discover More Card,,
10/28/2018,Amazon Kindle,KINDLE SVCS*M87AB3EQ866-321-88536QGLXOQ884 DIGITAL 320183010115095967,20.49,debit,Books,Blue Cash,,
10/28/2018,Shed,THE SHED SANTA FE NM85101598301 505-982-9031 320183010130797531,86.03,debit,Restaurants,Blue Cash,,
10/28/2018,Aplpay Whoo Donutssanta,AplPay WHOO'S DONUTSSanta Fe NMXBRBFH squareup.com/receipts 320183010117387472,16.5,debit,Restaurants,Blue Cash,,
10/28/2018,Shopflamingo.com Ny,SHOPFLAMINGO.COM 888-205-9655 NY,32,debit,Shopping,Discover More Card,,
10/27/2018,Amazon,AMZN MKTP US*M858O6A62 AMZN.COM/BILLWAE7957G6MJ46,31.45,debit,Shopping,Discover More Card,,
10/27/2018,Sfcc Food Service,SFCC FOOD SERVICE,8.04,debit,Restaurants,MasterCard,,
10/26/2018,ATM Withdrawal,Atm Withdrawal Los Alamos National Bank 301 Griffin Santa Fe Nm Us,63.25,debit,Cash & ATM,Summit,,
10/26/2018,American Airlines,AMERICANAIR0012318190742 800-428-4322 TX,107.52,debit,Travel,Discover More Card,,
10/26/2018,American Airlines,AMERICANAIR0012318190745 800-428-4322 TX,351.01,debit,Travel,Discover More Card,,
10/26/2018,American Airlines,AMERICANAIR0012318190746 800-428-4322 TX,351.01,debit,Travel,Discover More Card,,
10/26/2018,Forever 21,FOREVER 21 INC 888-494-3837 CA15539705782018102415,57.45,debit,Clothing,Discover More Card,,
10/26/2018,American Airlines,AMERICANAIR0012318190747 800-428-4322 TX,351.01,debit,Travel,Discover More Card,,
10/26/2018,Sfcc Food Service,SFCC FOOD SERVICE,7.7,debit,Restaurants,MasterCard,,
10/25/2018,Zappos,ZAPPOS.COM (800)927-7671 NV1VBVMDWZWN1 DIRECT MKTG MISC 320182980073966889,187.07,credit,Clothing,Blue Cash,,
10/25/2018,iTunes,WWW.ITUNES.COM/BILL CUPERTINO CAMS64VVFD2KA DIRECT MKTG INTERNET 320182980070452179,21.67,debit,Entertainment,Blue Cash,,
10/25/2018,Home Depot,THE HOME DEPOT #3503 800-654-0688 NM,671.05,debit,Home Improvement,Discover More Card,,
10/25/2018,Ohori Coffee Roasters,OHORI'S COFFEE ROASTERS SANTA FE NM,16.81,debit,Coffee Shops,Discover More Card,,
10/25/2018,Sundance Hello Sunshine,SUNDANCE CATLG 800-422-2770 UT0011786786201001,561.9,debit,Clothing,Discover More Card,,
10/25/2018,DOT Foil LLC,DOTFOIL LLC,271.35,debit,Electronics & Software,MasterCard,,
10/25/2018,Sfcc Food Service,SFCC FOOD SERVICE,7.29,debit,Restaurants,MasterCard,,
10/24/2018,Check 10243,Check 10243 Cashed,100,debit,Check,Summit,,
10/24/2018,Interest Charge Purchases,Interest Charge on Purchases 181025040000033701,90.67,debit,Finance Charge,Blue Cash,,
10/24/2018,Sfcc Food Service,SFCC FOOD SERVICE,3.85,debit,Restaurants,MasterCard,,
10/24/2018,Best Buy,BEST BUY 00003756,1409.67,debit,Electronics & Software,MasterCard,,
10/24/2018,Sfcc Food Service,SFCC FOOD SERVICE,3.35,debit,Restaurants,MasterCard,,
10/23/2018,Check 10239,Check 10239 Cashed,512,debit,Check,Summit,,
